No.,속성,属性,아이돌명,HEX,Slug,파일명,공식 프로필 URL,스탠딩 이미지 URL,HEX 출처 URL,속성 출처 URL,공식 목록 URL
127,쿨,クール,桐野アヤ,#C3396C,aya,aya.webp,https://cinderellagirls.idolmaster-official.jp/idol/aya/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/aya/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
128,쿨,クール,東郷あい,#9B274A,ai,ai.webp,https://cinderellagirls.idolmaster-official.jp/idol/ai/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/ai/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
129,쿨,クール,ケイト,#CF142B,kate,kate.webp,https://cinderellagirls.idolmaster-official.jp/idol/kate/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/kate/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
130,쿨,クール,木場真奈美,#8D8696,manami,manami.webp,https://cinderellagirls.idolmaster-official.jp/idol/manami/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/manami/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
131,패션,パッション,日野茜,#F9423A,akane,akane.webp,https://cinderellagirls.idolmaster-official.jp/idol/akane/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/akane/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
132,패션,パッション,難波笑美,#E03C31,emi,emi.webp,https://cinderellagirls.idolmaster-official.jp/idol/emi/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/emi/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
133,패션,パッション,ナターリア,#F4633A,natalia,natalia.webp,https://cinderellagirls.idolmaster-official.jp/idol/natalia/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/natalia/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
134,패션,パッション,西島櫂,#F16029,kai,kai.webp,https://cinderellagirls.idolmaster-official.jp/idol/kai/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/kai/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
135,패션,パッション,片桐早苗,#FC4C02,sanae,sanae.webp,https://cinderellagirls.idolmaster-official.jp/idol/sanae/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/sanae/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
136,패션,パッション,槙原志保,#F97F4B,shiho,shiho.webp,https://cinderellagirls.idolmaster-official.jp/idol/shiho/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/shiho/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
137,패션,パッション,野々村そら,#FC6E2E,sora,sora.webp,https://cinderellagirls.idolmaster-official.jp/idol/sora/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/sora/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
138,패션,パッション,矢口美羽,#EC5800,miu,miu.webp,https://cinderellagirls.idolmaster-official.jp/idol/miu/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/miu/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
139,패션,パッション,松山久美子,#FF7B2C,kumiko,kumiko.webp,https://cinderellagirls.idolmaster-official.jp/idol/kumiko/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/kumiko/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
140,패션,パッション,依田芳乃,#C4BCB7,yoshino,yoshino.webp,https://cinderellagirls.idolmaster-official.jp/idol/yoshino/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/yoshino/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
141,패션,パッション,堀裕子,#ECA154,yuko,yuko.webp,https://cinderellagirls.idolmaster-official.jp/idol/yuko/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/yuko/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
142,패션,パッション,沢田麻理菜,#FCA538,marina,marina.webp,https://cinderellagirls.idolmaster-official.jp/idol/marina/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/marina/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
143,패션,パッション,城ヶ崎美嘉,#FE9D1A,mika,mika.webp,https://cinderellagirls.idolmaster-official.jp/idol/mika/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/mika/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
144,패션,パッション,姫川友紀,#ED8B00,yuki,yuki.webp,https://cinderellagirls.idolmaster-official.jp/idol/yuki/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/yuki/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
145,패션,パッション,土屋亜子,#FFBE60,ako,ako.webp,https://cinderellagirls.idolmaster-official.jp/idol/ako/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/ako/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
146,패션,パッション,上田鈴帆,#CC8A00,suzuho,suzuho.webp,https://cinderellagirls.idolmaster-official.jp/idol/suzuho/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/suzuho/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
147,패션,パッション,本田未央,#FFB81C,mio,mio.webp,https://cinderellagirls.idolmaster-official.jp/idol/mio/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/mio/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
148,패션,パッション,相馬夏美,#FCC138,natsumi,natsumi.webp,https://cinderellagirls.idolmaster-official.jp/idol/natsumi/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/natsumi/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
149,패션,パッション,冴島清美,#F6BD30,kiyomi,kiyomi.webp,https://cinderellagirls.idolmaster-official.jp/idol/kiyomi/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/kiyomi/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
150,패션,パッション,愛野渚,#FFCB49,nagisa,nagisa.webp,https://cinderellagirls.idolmaster-official.jp/idol/nagisa/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/nagisa/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
151,패션,パッション,大槻唯,#F6BE00,yui,yui.webp,https://cinderellagirls.idolmaster-official.jp/idol/yui/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/yui/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
152,패션,パッション,市原仁奈,#F8E08E,nina,nina.webp,https://cinderellagirls.idolmaster-official.jp/idol/nina/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/nina/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
153,패션,パッション,喜多日菜子,#FCD757,hinako,hinako.webp,https://cinderellagirls.idolmaster-official.jp/idol/hinako/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/hinako/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
154,패션,パッション,並木芽衣子,#FEEA9C,meiko,meiko.webp,https://cinderellagirls.idolmaster-official.jp/idol/meiko/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/meiko/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
155,패션,パッション,赤城みりあ,#FFCD00,miria,miria.webp,https://cinderellagirls.idolmaster-official.jp/idol/miria/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/miria/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
156,패션,パッション,諸星きらり,#FFD100,kirari,kirari.webp,https://cinderellagirls.idolmaster-official.jp/idol/kirari/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/kirari/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
157,패션,パッション,龍崎薫,#FAE053,kaoru,kaoru.webp,https://cinderellagirls.idolmaster-official.jp/idol/kaoru/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/kaoru/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
158,패션,パッション,首藤葵,#FBE983,aoi,aoi.webp,https://cinderellagirls.idolmaster-official.jp/idol/aoi/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/aoi/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
159,패션,パッション,キャシー・グラハム,#FFDC00,cathy,cathy.webp,https://cinderellagirls.idolmaster-official.jp/idol/cathy/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/cathy/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
160,패션,パッション,城ヶ崎莉嘉,#FEDD00,rika,rika.webp,https://cinderellagirls.idolmaster-official.jp/idol/rika/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/rika/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
161,패션,パッション,相葉夕美,#F0E991,yumi,yumi.webp,https://cinderellagirls.idolmaster-official.jp/idol/yumi/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/yumi/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
162,패션,パッション,喜多見柚,#F8F283,yuzu,yuzu.webp,https://cinderellagirls.idolmaster-official.jp/idol/yuzu/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/yuzu/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
163,패션,パッション,小松伊吹,#FFFB4E,ibuki,ibuki.webp,https://cinderellagirls.idolmaster-official.jp/idol/ibuki/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/ibuki/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
164,패션,パッション,若林智香,#FDFF4E,tomoka,tomoka.webp,https://cinderellagirls.idolmaster-official.jp/idol/tomoka/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/tomoka/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
165,패션,パッション,海老原菜帆,#819832,naho,naho.webp,https://cinderellagirls.idolmaster-official.jp/idol/naho/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/naho/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
166,패션,パッション,高森藍子,#CDEA80,aiko,aiko.webp,https://cinderellagirls.idolmaster-official.jp/idol/aiko/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/aiko/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
167,패션,パッション,斉藤洋子,#CBFC9F,yoko,yoko.webp,https://cinderellagirls.idolmaster-official.jp/idol/yoko/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/yoko/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
168,패션,パッション,三好紗南,#45F05B,sana,sana.webp,https://cinderellagirls.idolmaster-official.jp/idol/sana/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/sana/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
169,패션,パッション,北川真尋,#4FD962,mahiro,mahiro.webp,https://cinderellagirls.idolmaster-official.jp/idol/mahiro/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/mahiro/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
170,패션,パッション,真鍋いつき,#58EABD,itsuki,itsuki.webp,https://cinderellagirls.idolmaster-official.jp/idol/itsuki/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/itsuki/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
171,패션,パッション,浜口あやめ,#440099,ayame,ayame.webp,https://cinderellagirls.idolmaster-official.jp/idol/ayame/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/ayame/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
172,패션,パッション,イヴ・サンタクロース,#E5E1E6,eve,eve.webp,https://cinderellagirls.idolmaster-official.jp/idol/eve/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/eve/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
173,패션,パッション,小関麗奈,#9B26B6,reina,reina.webp,https://cinderellagirls.idolmaster-official.jp/idol/reina/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/reina/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
174,패션,パッション,メアリー・コクラン,#F196FF,mary,mary.webp,https://cinderellagirls.idolmaster-official.jp/idol/mary/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/mary/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
175,패션,パッション,夢見りあむ,#E89CDC,riamu,riamu.webp,https://cinderellagirls.idolmaster-official.jp/idol/riamu/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/riamu/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
176,패션,パッション,向井拓海,#B0008E,takumi,takumi.webp,https://cinderellagirls.idolmaster-official.jp/idol/takumi/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/takumi/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
177,패션,パッション,浜川愛結奈,#A42678,ayuna,ayuna.webp,https://cinderellagirls.idolmaster-official.jp/idol/ayuna/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/ayuna/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
178,패션,パッション,的場梨沙,#FF00A0,risa,risa.webp,https://cinderellagirls.idolmaster-official.jp/idol/risa/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/risa/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
179,패션,パッション,仙崎恵磨,#D30D85,ema,ema.webp,https://cinderellagirls.idolmaster-official.jp/idol/ema/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/ema/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
180,패션,パッション,衛藤美紗希,#FE85C7,misaki,misaki.webp,https://cinderellagirls.idolmaster-official.jp/idol/misaki/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/misaki/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
181,패션,パッション,佐藤心,#F04E98,shin,shin.webp,https://cinderellagirls.idolmaster-official.jp/idol/shin/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/shin/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
182,패션,パッション,財前時子,#7D0837,tokiko,tokiko.webp,https://cinderellagirls.idolmaster-official.jp/idol/tokiko/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/tokiko/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
183,패션,パッション,星輝子,#A6093D,syoko,syoko.webp,https://cinderellagirls.idolmaster-official.jp/idol/syoko/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/syoko/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
184,패션,パッション,久川凪,#F8A4BD,nagi,nagi.webp,https://cinderellagirls.idolmaster-official.jp/idol/nagi/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/nagi/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
185,패션,パッション,杉坂海,#D83C6A,umi,umi.webp,https://cinderellagirls.idolmaster-official.jp/idol/umi/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/umi/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
186,패션,パッション,南条光,#E4002B,hikaru,hikaru.webp,https://cinderellagirls.idolmaster-official.jp/idol/hikaru/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/hikaru/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
187,패션,パッション,十時愛梨,#DF4661,airi,airi.webp,https://cinderellagirls.idolmaster-official.jp/idol/airi/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/airi/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
188,패션,パッション,村上巴,#AB192C,tomoe,tomoe.webp,https://cinderellagirls.idolmaster-official.jp/idol/tomoe/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/tomoe/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
189,패션,パッション,木村夏樹,#53565A,natsuki,natsuki.webp,https://cinderellagirls.idolmaster-official.jp/idol/natsuki/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/natsuki/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
190,패션,パッション,及川雫,#FFFFFF,shizuku,shizuku.webp,https://cinderellagirls.idolmaster-official.jp/idol/shizuku/,https://cinderellagirls.idolmaster-official.jp/assets/img/idol/shizuku/idol_detail.png,https://imas-db.jp/misc/color.html,https://imas-history.com/entry/2020/09/21/161310,https://cinderellagirls.idolmaster-official.jp/idol/
